#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATG3	MAPK8	9606.ENSP00000283290	9606.ENSP00000378974	0	0	0	0	0.062	0	0	0.436	0.449
ATG3	TFEB	9606.ENSP00000283290	9606.ENSP00000351742	0	0	0	0	0	0	0	0.509	0.509
ATG3	WDR45B	9606.ENSP00000283290	9606.ENSP00000376139	0	0	0	0	0.122	0	0	0.498	0.540
ATG3	CASP3	9606.ENSP00000283290	9606.ENSP00000311032	0	0	0	0	0	0.074	0	0.538	0.554
ATG3	OPTN	9606.ENSP00000283290	9606.ENSP00000368022	0	0	0	0	0.062	0	0	0.549	0.558
ATG3	LAMP2	9606.ENSP00000283290	9606.ENSP00000408411	0	0	0	0	0	0	0	0.590	0.590
ATG3	WDR45	9606.ENSP00000283290	9606.ENSP00000348848	0	0	0	0	0.122	0	0	0.567	0.604
ATG3	BAG3	9606.ENSP00000283290	9606.ENSP00000358081	0	0	0	0	0.065	0.486	0	0.299	0.634
ATG3	MTOR	9606.ENSP00000283290	9606.ENSP00000354558	0	0	0	0	0.062	0.077	0	0.649	0.670
ATG3	PINK1	9606.ENSP00000283290	9606.ENSP00000364204	0	0	0	0	0	0.151	0	0.721	0.753
ATG3	SQSTM1	9606.ENSP00000283290	9606.ENSP00000374455	0	0	0	0	0	0	0	0.822	0.822
ATG3	MAP1LC3B2	9606.ENSP00000283290	9606.ENSP00000450524	0	0	0	0	0.167	0.760	0	0.723	0.940
ATG3	BECN1	9606.ENSP00000283290	9606.ENSP00000355231	0	0	0	0	0.185	0.432	0.650	0.946	0.990
ATG3	MAP1LC3A	9606.ENSP00000283290	9606.ENSP00000363970	0	0	0	0	0.167	0.887	0.600	0.895	0.995
ATG3	ATG7	9606.ENSP00000283290	9606.ENSP00000346437	0	0	0	0	0.147	0.985	0.600	0.995	0.999
ATG3	ATG5	9606.ENSP00000283290	9606.ENSP00000358072	0	0	0	0	0.065	0.971	0.900	0.994	0.999
ATG5	SIRT1	9606.ENSP00000358072	9606.ENSP00000212015	0	0	0	0	0.096	0.270	0	0.943	0.959
ATG5	XBP1	9606.ENSP00000358072	9606.ENSP00000216037	0	0	0	0	0	0	0	0.649	0.649
ATG5	TSC2	9606.ENSP00000358072	9606.ENSP00000219476	0	0	0	0	0	0	0	0.684	0.684
ATG5	GAPDH	9606.ENSP00000358072	9606.ENSP00000229239	0	0	0	0	0	0.056	0	0.695	0.700
ATG5	TMEM59	9606.ENSP00000358072	9606.ENSP00000234831	0	0	0	0	0.062	0	0	0.521	0.532
ATG5	SIRT2	9606.ENSP00000358072	9606.ENSP00000249396	0	0	0	0	0	0	0	0.428	0.428
ATG5	DRAM1	9606.ENSP00000358072	9606.ENSP00000258534	0	0	0	0	0	0	0	0.602	0.602
ATG5	PIK3C3	9606.ENSP00000358072	9606.ENSP00000262039	0	0	0	0	0.062	0.347	0.650	0.946	0.986
ATG5	WIPI1	9606.ENSP00000358072	9606.ENSP00000262139	0	0	0	0	0.064	0.246	0	0.919	0.938
ATG5	CHMP2B	9606.ENSP00000358072	9606.ENSP00000263780	0	0	0	0	0.077	0	0	0.402	0.424
ATG5	STAT3	9606.ENSP00000358072	9606.ENSP00000264657	0	0	0	0	0	0	0	0.450	0.450
ATG5	GABARAPL1	9606.ENSP00000358072	9606.ENSP00000266458	0	0	0	0	0.049	0.532	0.900	0.947	0.997
ATG5	MAP1LC3B	9606.ENSP00000358072	9606.ENSP00000268607	0	0	0	0	0.049	0.392	0.600	0.922	0.979
ATG5	TP53	9606.ENSP00000358072	9606.ENSP00000269305	0	0	0	0	0	0	0	0.762	0.762
ATG5	CASP3	9606.ENSP00000358072	9606.ENSP00000311032	0	0	0	0	0.062	0.159	0	0.788	0.819
ATG5	STK11	9606.ENSP00000358072	9606.ENSP00000324856	0	0	0	0	0	0	0	0.497	0.497
ATG5	HDAC6	9606.ENSP00000358072	9606.ENSP00000334061	0	0	0	0	0.062	0	0	0.587	0.596
ATG5	HSP90AA1	9606.ENSP00000358072	9606.ENSP00000335153	0	0	0	0	0	0	0	0.577	0.577
ATG5	HMGB1	9606.ENSP00000358072	9606.ENSP00000345347	0	0	0	0	0	0	0	0.430	0.430
ATG5	ATG7	9606.ENSP00000358072	9606.ENSP00000346437	0	0	0	0	0.093	0.577	0.800	0.985	0.998
ATG5	WAC	9606.ENSP00000358072	9606.ENSP00000346986	0	0	0	0	0	0	0	0.430	0.430
ATG5	WDR45	9606.ENSP00000358072	9606.ENSP00000348848	0	0	0	0	0	0	0	0.677	0.677
ATG5	TFEB	9606.ENSP00000358072	9606.ENSP00000351742	0	0	0	0	0	0	0	0.693	0.693
ATG5	MTOR	9606.ENSP00000358072	9606.ENSP00000354558	0	0	0	0	0	0.160	0	0.810	0.833
ATG5	BECN1	9606.ENSP00000358072	9606.ENSP00000355231	0	0	0	0	0.112	0.065	0.650	0.968	0.989
ATG5	MCL1	9606.ENSP00000358072	9606.ENSP00000358022	0	0	0	0	0	0	0	0.521	0.521
ATG5	PRKAA2	9606.ENSP00000358072	9606.ENSP00000360290	0	0	0	0	0.062	0	0	0.386	0.400
ATG5	RAB1A	9606.ENSP00000358072	9606.ENSP00000387286	0	0	0	0	0	0.161	0	0.367	0.446
ATG5	DDIT3	9606.ENSP00000358072	9606.ENSP00000448665	0	0	0	0	0	0	0	0.481	0.481
ATG5	FOXO1	9606.ENSP00000358072	9606.ENSP00000368880	0	0	0	0	0	0	0	0.503	0.503
ATG5	CAPN1	9606.ENSP00000358072	9606.ENSP00000431984	0	0	0	0	0	0.270	0	0.370	0.520
ATG5	HIF1A	9606.ENSP00000358072	9606.ENSP00000437955	0	0	0	0	0.062	0	0	0.554	0.564
ATG5	WDR45B	9606.ENSP00000358072	9606.ENSP00000376139	0	0	0	0	0	0	0	0.575	0.575
ATG5	ERN1	9606.ENSP00000358072	9606.ENSP00000401445	0	0	0	0	0	0.057	0	0.569	0.576
ATG5	MAPK8	9606.ENSP00000358072	9606.ENSP00000378974	0	0	0	0	0.080	0	0	0.590	0.607
ATG5	CASP1	9606.ENSP00000358072	9606.ENSP00000433138	0	0	0	0	0	0.159	0	0.647	0.690
ATG5	FOXO3	9606.ENSP00000358072	9606.ENSP00000385824	0	0	0	0	0	0	0	0.705	0.705
ATG5	MAP1LC3B2	9606.ENSP00000358072	9606.ENSP00000450524	0	0	0	0	0.049	0.369	0	0.582	0.727
ATG5	LAMP2	9606.ENSP00000358072	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.731	0.737
ATG5	MFN1	9606.ENSP00000358072	9606.ENSP00000420617	0	0	0	0	0	0	0.600	0.515	0.798
ATG5	OPTN	9606.ENSP00000358072	9606.ENSP00000368022	0	0	0	0	0.062	0.486	0	0.685	0.835
ATG5	PINK1	9606.ENSP00000358072	9606.ENSP00000364204	0	0	0	0	0.062	0	0	0.865	0.868
ATG5	SQSTM1	9606.ENSP00000358072	9606.ENSP00000374455	0	0	0	0	0.052	0.270	0.600	0.920	0.974
ATG5	MAP1LC3A	9606.ENSP00000358072	9606.ENSP00000363970	0	0	0	0	0.049	0.586	0.600	0.911	0.984
ATG7	SIRT1	9606.ENSP00000346437	9606.ENSP00000212015	0.052	0	0	0	0.066	0.486	0	0.969	0.984
ATG7	XBP1	9606.ENSP00000346437	9606.ENSP00000216037	0	0	0	0	0	0	0	0.584	0.584
ATG7	HMOX1	9606.ENSP00000346437	9606.ENSP00000216117	0	0	0	0	0.062	0.142	0	0.341	0.423
ATG7	TSC2	9606.ENSP00000346437	9606.ENSP00000219476	0	0	0	0	0.076	0	0	0.654	0.666
ATG7	GAPDH	9606.ENSP00000346437	9606.ENSP00000229239	0	0	0	0	0.052	0.070	0	0.640	0.655
ATG7	SIRT2	9606.ENSP00000346437	9606.ENSP00000249396	0.052	0	0	0	0.066	0	0	0.789	0.798
ATG7	DRAM1	9606.ENSP00000346437	9606.ENSP00000258534	0	0	0	0	0	0	0	0.570	0.570
ATG7	PIK3C3	9606.ENSP00000346437	9606.ENSP00000262039	0	0	0	0	0.162	0.067	0	0.935	0.944
ATG7	WIPI1	9606.ENSP00000346437	9606.ENSP00000262139	0	0	0	0	0.213	0.244	0	0.894	0.931
ATG7	EP300	9606.ENSP00000346437	9606.ENSP00000263253	0	0	0	0	0.062	0.270	0	0.938	0.954
ATG7	CHMP2B	9606.ENSP00000346437	9606.ENSP00000263780	0	0	0	0	0.063	0	0	0.462	0.474
ATG7	STAT3	9606.ENSP00000346437	9606.ENSP00000264657	0	0	0	0	0.051	0.065	0	0.391	0.412
ATG7	GABARAPL1	9606.ENSP00000346437	9606.ENSP00000266458	0	0	0	0	0.066	0.811	0.800	0.993	0.999
ATG7	MAP1LC3B	9606.ENSP00000346437	9606.ENSP00000268607	0	0	0	0	0.066	0.942	0.600	0.976	0.999
ATG7	TP53	9606.ENSP00000346437	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.963	0.972
ATG7	CASP3	9606.ENSP00000346437	9606.ENSP00000311032	0	0	0	0	0.062	0.065	0	0.699	0.713
ATG7	STK11	9606.ENSP00000346437	9606.ENSP00000324856	0	0.001	0	0	0.064	0.057	0	0.480	0.501
ATG7	HDAC6	9606.ENSP00000346437	9606.ENSP00000334061	0	0	0	0	0.062	0.056	0	0.610	0.624
ATG7	HSP90AA1	9606.ENSP00000346437	9606.ENSP00000335153	0	0	0	0	0.062	0.056	0	0.509	0.527
ATG7	HMGB1	9606.ENSP00000346437	9606.ENSP00000345347	0	0	0	0	0.062	0.057	0	0.390	0.413
ATG7	PRKAA1	9606.ENSP00000346437	9606.ENSP00000346148	0	0	0	0	0.112	0.057	0	0.470	0.517
ATG7	DDIT3	9606.ENSP00000346437	9606.ENSP00000448665	0	0	0	0	0	0	0	0.424	0.424
ATG7	MCL1	9606.ENSP00000346437	9606.ENSP00000358022	0	0	0	0	0	0.061	0	0.414	0.426
ATG7	CASP1	9606.ENSP00000346437	9606.ENSP00000433138	0	0	0	0	0.062	0.065	0	0.433	0.459
ATG7	MFN1	9606.ENSP00000346437	9606.ENSP00000420617	0	0	0	0	0.068	0.059	0	0.461	0.487
ATG7	HIF1A	9606.ENSP00000346437	9606.ENSP00000437955	0	0	0	0	0	0	0	0.491	0.491
ATG7	PRKAA2	9606.ENSP00000346437	9606.ENSP00000360290	0	0	0	0	0.112	0.057	0	0.447	0.497
ATG7	MAPK8	9606.ENSP00000346437	9606.ENSP00000378974	0	0	0	0	0.072	0	0	0.541	0.556
ATG7	BAG3	9606.ENSP00000346437	9606.ENSP00000358081	0	0	0	0	0.069	0.282	0	0.413	0.574
ATG7	ERN1	9606.ENSP00000346437	9606.ENSP00000401445	0	0	0	0	0.064	0.145	0	0.515	0.578
ATG7	WDR45B	9606.ENSP00000346437	9606.ENSP00000376139	0	0	0	0	0.087	0.174	0	0.538	0.621
ATG7	OPTN	9606.ENSP00000346437	9606.ENSP00000368022	0	0	0	0	0	0	0	0.650	0.650
ATG7	WDR45	9606.ENSP00000346437	9606.ENSP00000348848	0	0	0	0	0.087	0.174	0	0.635	0.701
ATG7	SRC	9606.ENSP00000346437	9606.ENSP00000362680	0	0	0	0	0.049	0.059	0.600	0.270	0.703
ATG7	TFEB	9606.ENSP00000346437	9606.ENSP00000351742	0	0	0	0	0	0	0	0.723	0.723
ATG7	LAMP2	9606.ENSP00000346437	9606.ENSP00000408411	0	0	0	0	0.049	0	0	0.730	0.732
ATG7	FOXO3	9606.ENSP00000346437	9606.ENSP00000385824	0	0	0	0	0.063	0	0	0.732	0.738
ATG7	MTOR	9606.ENSP00000346437	9606.ENSP00000354558	0	0	0	0	0.049	0.067	0	0.787	0.794
ATG7	PINK1	9606.ENSP00000346437	9606.ENSP00000364204	0	0	0	0	0	0.076	0	0.865	0.870
ATG7	MAP1LC3B2	9606.ENSP00000346437	9606.ENSP00000450524	0	0	0	0	0.066	0.567	0	0.742	0.886
ATG7	SQSTM1	9606.ENSP00000346437	9606.ENSP00000374455	0	0	0	0	0	0.270	0	0.910	0.931
ATG7	BECN1	9606.ENSP00000346437	9606.ENSP00000355231	0	0	0	0	0.081	0.182	0	0.966	0.972
ATG7	MAP1LC3A	9606.ENSP00000346437	9606.ENSP00000363970	0	0	0	0	0.066	0.887	0.600	0.908	0.995
ATG7	FOXO1	9606.ENSP00000346437	9606.ENSP00000368880	0	0	0	0	0.063	0.835	0	0.989	0.998
ATM	SIRT1	9606.ENSP00000278616	9606.ENSP00000212015	0	0	0	0	0.063	0	0	0.864	0.867
ATM	CSNK2A1	9606.ENSP00000278616	9606.ENSP00000217244	0	0	0	0	0	0	0	0.412	0.412
ATM	TSC2	9606.ENSP00000278616	9606.ENSP00000219476	0	0	0	0	0.092	0	0	0.706	0.722
ATM	GAPDH	9606.ENSP00000278616	9606.ENSP00000229239	0	0	0	0	0	0	0	0.671	0.671
ATM	SIRT2	9606.ENSP00000278616	9606.ENSP00000249396	0	0	0	0	0.063	0	0	0.500	0.512
ATM	PIK3C3	9606.ENSP00000278616	9606.ENSP00000262039	0	0	0	0.549	0.088	0.318	0	0.322	0.437
ATM	EP300	9606.ENSP00000278616	9606.ENSP00000263253	0	0	0	0	0.065	0.065	0	0.579	0.599
ATM	KDR	9606.ENSP00000278616	9606.ENSP00000263923	0	0	0	0	0.054	0	0	0.428	0.435
ATM	PIK3CA	9606.ENSP00000278616	9606.ENSP00000263967	0	0	0	0.540	0.088	0.318	0	0.697	0.555
ATM	STAT3	9606.ENSP00000278616	9606.ENSP00000264657	0	0	0	0	0	0	0	0.510	0.510
ATM	PIK3C2A	9606.ENSP00000278616	9606.ENSP00000265970	0	0	0	0	0.122	0.318	0	0.230	0.499
ATM	MAP1LC3B	9606.ENSP00000278616	9606.ENSP00000268607	0	0	0	0	0	0	0.600	0.298	0.707
ATM	TP53	9606.ENSP00000278616	9606.ENSP00000269305	0	0	0	0	0	0.915	0.900	0.989	0.999
ATM	BECN1	9606.ENSP00000278616	9606.ENSP00000355231	0	0	0	0	0	0	0	0.437	0.437
ATM	PIK3C2B	9606.ENSP00000278616	9606.ENSP00000356155	0	0	0	0	0.109	0.318	0	0.237	0.496
ATM	SRC	9606.ENSP00000278616	9606.ENSP00000362680	0	0	0	0	0	0.056	0	0.516	0.523
ATM	MCL1	9606.ENSP00000278616	9606.ENSP00000358022	0	0	0	0	0.052	0	0	0.519	0.524
ATM	HDAC6	9606.ENSP00000278616	9606.ENSP00000334061	0	0	0	0	0.063	0.347	0	0.338	0.560
ATM	MTOR	9606.ENSP00000278616	9606.ENSP00000354558	0	0	0	0.544	0.133	0.318	0	0.741	0.588
ATM	FOXO1	9606.ENSP00000278616	9606.ENSP00000368880	0	0	0	0	0	0.285	0	0.454	0.593
ATM	SMG1	9606.ENSP00000278616	9606.ENSP00000402515	0	0	0	0.542	0.180	0.318	0	0.734	0.610
ATM	CASP3	9606.ENSP00000278616	9606.ENSP00000311032	0	0	0	0	0	0	0	0.682	0.682
ATM	IFI16	9606.ENSP00000278616	9606.ENSP00000357113	0	0	0	0	0	0	0	0.691	0.691
ATM	HIF1A	9606.ENSP00000278616	9606.ENSP00000437955	0	0	0	0	0.062	0.270	0	0.589	0.694
ATM	KDM4A	9606.ENSP00000278616	9606.ENSP00000361473	0	0	0	0	0.062	0	0.600	0.383	0.748
ATM	MAPK8	9606.ENSP00000278616	9606.ENSP00000378974	0	0	0	0	0.049	0	0.600	0.459	0.776
ATM	SQSTM1	9606.ENSP00000278616	9606.ENSP00000374455	0	0	0	0	0	0	0.800	0.295	0.852
ATM	HSP90AA1	9606.ENSP00000278616	9606.ENSP00000335153	0	0	0	0	0	0	0	0.946	0.947
ATM	STK11	9606.ENSP00000278616	9606.ENSP00000324856	0	0	0	0	0	0.462	0	0.912	0.950
ATM	PLK3	9606.ENSP00000278616	9606.ENSP00000361275	0	0	0	0	0	0	0.900	0.619	0.960
ATM	FOXO3	9606.ENSP00000278616	9606.ENSP00000385824	0	0	0	0	0	0.282	0	0.986	0.990
ATM	KAT5	9606.ENSP00000278616	9606.ENSP00000340330	0	0	0	0	0.083	0.684	0.900	0.991	0.999
ATM	IKBKG	9606.ENSP00000278616	9606.ENSP00000483825	0	0	0	0	0	0.753	0.900	0.989	0.999
ATP13A2	CHMP2B	9606.ENSP00000327214	9606.ENSP00000263780	0	0	0	0	0.062	0.062	0	0.405	0.430
ATP13A2	MFSD8	9606.ENSP00000327214	9606.ENSP00000296468	0	0	0	0	0	0	0	0.622	0.622
ATP13A2	RAB8A	9606.ENSP00000327214	9606.ENSP00000300935	0	0	0	0	0	0.177	0	0.317	0.414
ATP13A2	GBA	9606.ENSP00000327214	9606.ENSP00000314508	0	0	0	0	0	0	0	0.738	0.738
ATP13A2	RAB1A	9606.ENSP00000327214	9606.ENSP00000387286	0	0	0	0	0.049	0.059	0	0.410	0.426
ATP13A2	RAB39B	9606.ENSP00000327214	9606.ENSP00000358466	0	0	0	0	0	0.078	0	0.505	0.524
ATP13A2	SYT11	9606.ENSP00000327214	9606.ENSP00000357307	0	0	0	0	0.063	0.270	0	0.412	0.562
ATP13A2	MAPT	9606.ENSP00000327214	9606.ENSP00000340820	0	0	0	0	0.062	0.059	0	0.561	0.578
ATP13A2	WDR45	9606.ENSP00000327214	9606.ENSP00000348848	0	0	0	0	0.062	0	0	0.570	0.580
ATP13A2	PINK1	9606.ENSP00000327214	9606.ENSP00000364204	0	0	0	0	0.065	0	0	0.881	0.883
ATP13A2	PARK7	9606.ENSP00000327214	9606.ENSP00000418770	0	0	0	0	0	0	0	0.900	0.900
ATP6V0A2	GABARAPL1	9606.ENSP00000332247	9606.ENSP00000266458	0	0	0	0	0.064	0.097	0	0.436	0.482
ATP6V0A2	LAMP2	9606.ENSP00000332247	9606.ENSP00000408411	0	0	0	0	0.062	0.270	0	0.219	0.419
BAG3	STUB1	9606.ENSP00000358081	9606.ENSP00000219548	0	0	0	0	0.069	0.693	0.540	0.922	0.988
BAG3	GAPDH	9606.ENSP00000358081	9606.ENSP00000229239	0	0	0	0	0.052	0.061	0	0.380	0.400
BAG3	HSPB1	9606.ENSP00000358081	9606.ENSP00000248553	0	0	0	0	0.107	0.657	0	0.665	0.889
BAG3	TSG101	9606.ENSP00000358081	9606.ENSP00000251968	0	0	0	0	0.063	0	0	0.490	0.502
BAG3	GABARAPL1	9606.ENSP00000358081	9606.ENSP00000266458	0	0	0	0	0.062	0.145	0	0.312	0.400
BAG3	MAP1LC3B	9606.ENSP00000358081	9606.ENSP00000268607	0	0	0	0	0.062	0.145	0	0.555	0.612
BAG3	CASP3	9606.ENSP00000358081	9606.ENSP00000311032	0	0	0	0	0	0.284	0	0.322	0.494
BAG3	HDAC6	9606.ENSP00000358081	9606.ENSP00000334061	0	0	0	0	0.062	0.270	0	0.574	0.683
BAG3	HSP90AA1	9606.ENSP00000358081	9606.ENSP00000335153	0	0	0	0	0.045	0.292	0	0.730	0.802
BAG3	BECN1	9606.ENSP00000358081	9606.ENSP00000355231	0	0	0	0	0.067	0	0	0.467	0.482
BAG3	MCL1	9606.ENSP00000358081	9606.ENSP00000358022	0	0	0	0	0.062	0.281	0	0.504	0.636
BAG3	LAMP2	9606.ENSP00000358081	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.395	0.409
BAG3	MAP1LC3A	9606.ENSP00000358081	9606.ENSP00000363970	0	0	0	0	0.062	0.145	0	0.347	0.430
BAG3	BCL2	9606.ENSP00000358081	9606.ENSP00000381185	0	0	0	0	0.049	0.478	0	0.122	0.526
BAG3	IKBKG	9606.ENSP00000358081	9606.ENSP00000483825	0	0	0	0	0.045	0.270	0	0.441	0.576
BAG3	SRC	9606.ENSP00000358081	9606.ENSP00000362680	0	0	0	0	0	0.078	0	0.902	0.906
BAG3	SQSTM1	9606.ENSP00000358081	9606.ENSP00000374455	0	0	0	0	0.076	0.696	0	0.935	0.980
BCL2	PRKAB1	9606.ENSP00000381185	9606.ENSP00000229328	0	0	0	0	0	0	0	0.433	0.433
BCL2	EP300	9606.ENSP00000381185	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.134	0.909
BCL2	STAT3	9606.ENSP00000381185	9606.ENSP00000264657	0	0	0	0	0	0.153	0.900	0.307	0.936
BCL2	TP53	9606.ENSP00000381185	9606.ENSP00000269305	0	0	0	0	0.051	0.884	0.900	0.628	0.995
BCL2	ITPR1	9606.ENSP00000381185	9606.ENSP00000306253	0	0	0	0	0.077	0.486	0	0.138	0.555
BCL2	CASP3	9606.ENSP00000381185	9606.ENSP00000311032	0	0	0	0	0	0.539	0	0.622	0.818
BCL2	HSP90AA1	9606.ENSP00000381185	9606.ENSP00000335153	0	0	0	0	0	0.486	0	0.161	0.550
BCL2	BMF	9606.ENSP00000381185	9606.ENSP00000346697	0	0	0	0	0.063	0.544	0.600	0.378	0.879
BCL2	BECN1	9606.ENSP00000381185	9606.ENSP00000355231	0	0	0	0	0	0.993	0.800	0.892	0.999
BCL2	MCL1	9606.ENSP00000381185	9606.ENSP00000358022	0	0	0	0.628	0	0.492	0.900	0.605	0.958
BCL2	PRKAA2	9606.ENSP00000381185	9606.ENSP00000360290	0	0	0	0	0	0	0	0.434	0.434
BCL2	SQSTM1	9606.ENSP00000381185	9606.ENSP00000374455	0	0	0	0	0.062	0.486	0	0.166	0.562
BCL2	MAPK8	9606.ENSP00000381185	9606.ENSP00000378974	0	0	0	0	0	0.471	0.900	0.258	0.957
BCL2	TOMM40	9606.ENSP00000381185	9606.ENSP00000410339	0	0	0	0	0	0	0.540	0.093	0.564
BCL2	HIF1A	9606.ENSP00000381185	9606.ENSP00000437955	0	0	0	0	0	0.538	0	0.324	0.674
BCL2	DDIT3	9606.ENSP00000381185	9606.ENSP00000448665	0	0	0	0	0.062	0	0.800	0.184	0.833
BECN1	SIRT1	9606.ENSP00000355231	9606.ENSP00000212015	0	0	0	0	0.049	0	0	0.710	0.713
BECN1	XBP1	9606.ENSP00000355231	9606.ENSP00000216037	0	0	0	0	0	0	0	0.602	0.602
BECN1	HMOX1	9606.ENSP00000355231	9606.ENSP00000216117	0	0	0	0	0	0	0	0.506	0.506
BECN1	TSC2	9606.ENSP00000355231	9606.ENSP00000219476	0	0	0	0	0	0	0	0.692	0.692
BECN1	GAPDH	9606.ENSP00000355231	9606.ENSP00000229239	0	0	0	0	0	0	0	0.741	0.741
BECN1	PRKAB1	9606.ENSP00000355231	9606.ENSP00000229328	0	0	0	0	0.062	0.137	0.900	0.242	0.930
BECN1	SIRT2	9606.ENSP00000355231	9606.ENSP00000249396	0	0	0	0	0.062	0	0	0.404	0.417
BECN1	SESN2	9606.ENSP00000355231	9606.ENSP00000253063	0	0	0	0	0	0	0	0.405	0.405
BECN1	PRKAB2	9606.ENSP00000355231	9606.ENSP00000254101	0	0	0	0	0.050	0.137	0.900	0.095	0.915
BECN1	TRIM21	9606.ENSP00000355231	9606.ENSP00000254436	0	0	0	0	0.052	0.270	0	0.671	0.753
BECN1	DRAM1	9606.ENSP00000355231	9606.ENSP00000258534	0	0	0	0	0	0	0	0.661	0.661
BECN1	PIK3C3	9606.ENSP00000355231	9606.ENSP00000262039	0	0	0	0	0.214	0.997	0.800	0.995	0.999
BECN1	WIPI1	9606.ENSP00000355231	9606.ENSP00000262139	0	0	0	0	0.106	0.378	0	0.906	0.943
BECN1	EP300	9606.ENSP00000355231	9606.ENSP00000263253	0	0	0	0	0.062	0	0	0.389	0.402
BECN1	USP13	9606.ENSP00000355231	9606.ENSP00000263966	0	0	0	0	0	0	0.600	0.492	0.788
BECN1	PIK3CA	9606.ENSP00000355231	9606.ENSP00000263967	0	0	0	0	0.064	0.302	0.720	0.363	0.867
BECN1	STAT3	9606.ENSP00000355231	9606.ENSP00000264657	0	0	0	0	0.062	0.270	0	0.731	0.800
BECN1	PIK3C2A	9606.ENSP00000355231	9606.ENSP00000265970	0	0	0	0	0.070	0.302	0.540	0.267	0.752
BECN1	GABARAPL1	9606.ENSP00000355231	9606.ENSP00000266458	0	0	0	0	0.065	0.140	0.900	0.932	0.993
BECN1	MAP1LC3B	9606.ENSP00000355231	9606.ENSP00000268607	0	0	0	0	0.065	0.140	0.900	0.938	0.994
BECN1	NPC1	9606.ENSP00000355231	9606.ENSP00000269228	0	0	0	0	0.072	0	0	0.436	0.454
BECN1	TP53	9606.ENSP00000355231	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.863	0.896
BECN1	CISD2	9606.ENSP00000355231	9606.ENSP00000273986	0	0	0	0	0	0	0	0.722	0.722
BECN1	NRBF2	9606.ENSP00000355231	9606.ENSP00000277746	0	0	0	0	0	0.870	0.800	0.731	0.992
BECN1	DRAM2	9606.ENSP00000355231	9606.ENSP00000286692	0	0	0	0	0	0	0	0.661	0.661
BECN1	PRKAG2	9606.ENSP00000355231	9606.ENSP00000287878	0	0	0	0	0.062	0	0.900	0.100	0.908
BECN1	ITPR1	9606.ENSP00000355231	9606.ENSP00000306253	0	0	0	0	0.112	0.270	0.800	0.849	0.977
BECN1	CASP3	9606.ENSP00000355231	9606.ENSP00000311032	0	0	0	0	0	0.295	0	0.856	0.894
BECN1	GSK3B	9606.ENSP00000355231	9606.ENSP00000324806	0	0	0	0	0.055	0.113	0	0.380	0.435
BECN1	STK11	9606.ENSP00000355231	9606.ENSP00000324856	0	0	0	0	0.063	0.130	0	0.549	0.600
BECN1	HDAC6	9606.ENSP00000355231	9606.ENSP00000334061	0	0	0	0	0.062	0	0	0.558	0.568
BECN1	HSP90AA1	9606.ENSP00000355231	9606.ENSP00000335153	0	0	0	0	0	0.270	0	0.903	0.926
BECN1	KAT5	9606.ENSP00000355231	9606.ENSP00000340330	0	0	0	0	0.063	0	0	0.445	0.458
BECN1	HMGB1	9606.ENSP00000355231	9606.ENSP00000345347	0	0	0	0	0.062	0.501	0.800	0.989	0.998
BECN1	PRKAA1	9606.ENSP00000355231	9606.ENSP00000346148	0	0	0	0	0.063	0.270	0.900	0.455	0.957
BECN1	WDR45	9606.ENSP00000355231	9606.ENSP00000348848	0	0	0	0	0.063	0.164	0	0.624	0.680
BECN1	TFEB	9606.ENSP00000355231	9606.ENSP00000351742	0	0	0	0	0	0.078	0	0.742	0.752
BECN1	MTOR	9606.ENSP00000355231	9606.ENSP00000354558	0	0	0	0	0.064	0.468	0	0.878	0.934
BECN1	RAB39B	9606.ENSP00000355231	9606.ENSP00000358466	0	0	0	0	0	0.311	0	0.164	0.400
BECN1	PARK7	9606.ENSP00000355231	9606.ENSP00000418770	0	0	0	0	0.079	0	0	0.405	0.429
BECN1	SMG1	9606.ENSP00000355231	9606.ENSP00000402515	0	0	0	0	0.094	0.302	0	0.169	0.429
BECN1	SRC	9606.ENSP00000355231	9606.ENSP00000362680	0	0	0	0	0	0.083	0	0.403	0.430
BECN1	FOXO1	9606.ENSP00000355231	9606.ENSP00000368880	0	0	0	0	0	0	0	0.523	0.523
BECN1	CASP1	9606.ENSP00000355231	9606.ENSP00000433138	0	0	0	0	0	0.074	0	0.541	0.557
BECN1	TRIM17	9606.ENSP00000355231	9606.ENSP00000355658	0	0	0	0	0.052	0	0	0.563	0.568
BECN1	DDIT3	9606.ENSP00000355231	9606.ENSP00000448665	0	0	0	0	0	0	0	0.577	0.577
BECN1	WDR45B	9606.ENSP00000355231	9606.ENSP00000376139	0	0	0	0	0.063	0.164	0	0.508	0.581
BECN1	MFN1	9606.ENSP00000355231	9606.ENSP00000420617	0	0	0	0	0.069	0	0	0.569	0.582
BECN1	OPTN	9606.ENSP00000355231	9606.ENSP00000368022	0	0	0	0	0	0	0	0.583	0.583
